	phosphopyruvate hydratase	pyruvate:ferredoxin oxidoreductase	pyruvate formate-lyase	acetate kinase	CO-methylating acetyl-CoA synthase	RNF Complex (PMF-generating)	L-alanine:2-oxoglutarate aminotransferase	4-methyl-2-oxopentanoate dehydrogenase (ferredoxin)	2-isocaprenoyl-CoA dehydrogenase (electron-bifurcating)	D-proline reductase	ethanol dehydrogenase	Butyrate kinase	L-lactate dehydrogenase	ATP hydrolysis objective
22	1.882112182041434	1.5229654270011403	0.0	1.5068065456566233	0.6523360197257257	0.6296747784299463	0.11432054758335308	0.0025656834789628616	0.0	0.021113640862226862	0.23163067877794988	0.16765980339954475	0.04217077495167042	0.0
23	1.796591715207563	1.4841515243405272	0.0	1.426473750808849	0.6265782301433023	0.6450750791672891	0.06947214616120381	0.0018202239280894613	0.0	0.013088771952239476	0.23859975224471708	0.17261839228929748	0.042805632470362544	0.0
24	1.69816612603243	1.4243324860873772	0.0	1.3257335203410847	0.5921155388729764	0.6540451804025317	0.03393097275244696	0.0012906234055872071	0.0	0.007660254952805378	0.23940079489589833	0.176386114831999	0.0433872285861324	0.0
25	1.5901500091569785	1.3482647658370974	0.0	1.2216443525089273	0.5538174073828399	0.6482415610983735	0.005882236907189427	0.0009147430022407753	0.0	0.004044371108262015	0.2327919358625868	0.175750745101392	0.04391228359704516	0.0
26	1.4761152275885803	1.2609898697242008	0.0	1.112066378087999	0.5117420435697011	0.6343704551357311	0.0	0.0006481484781694	0.0	0.0016853763149247995	0.22384105163712825	0.17174092660628673	0.0443777778598207	0.0
27	1.3593300337433365	1.1669954118084398	0.0	0.997909323113543	0.4672501941690652	0.6168551453584137	0.0	0.00045915777928966234	0.0	0.00018743521141721588	0.21292554817558418	0.16656597315469746	0.04463812900248766	0.0
28	1.2369549657124284	0.9586405932573351	6.841749389252523e-15	0.002100988567736323	0.17273685145122894	1.2393180996725839	0.0	9.117345257022674e-12	0.0	7.294607922835504e-06	0.2004748320225515	0.2934713607562946	0.044211404002603066	0.0
29	0.8095093939663147	0.660931199831258	0.0	2.2132325988234462e-14	0.11534941888715981	0.7918249662714102	0.028533977145615518	3.0743188805082938e-12	0.0	3.328687908643596e-06	0.18693728098333684	0.26033349274724193	0.0437233730435699	0.0
30	0.56077525724515	0.48813754792711034	0.0	0.044965355787348206	0.09184428984598565	0.5324269775658481	0.0	1.036643486955504e-12	0.0	1.5189504161681266e-06	0.16530769118633085	0.1538516155079183	0.043176874203863964	0.0
31	0.3843176180274124	0.40848151957752354	0.0	0.033345739789748446	0.07552917764834281	0.4549956415802009	0.0	3.495505055963286e-13	0.0	6.931286325928424e-07	0.13375409734192484	0.13741332927772767	0.042575028377807606	0.0
32	0.5004169058918215	0.4663075847518219	0.030296861293621018	0.002430010157404513	0.11157171230614554	0.6860767220124423	0.0	8.180074102289337e-05	0.0	3.16288903631593e-07	0.10702759417137019	0.23102334432662758	0.041921202608254854	0.0
33	0.19374326422565616	0.20979831483046965	0.0683992862237147	0.021795004636957865	0.06748472921667069	0.2696518107339031	0.0	3.974394352422979e-14	0.0	1.443291369009748e-07	0.0862695454131793	0.10392688681065913	0.04121897167675423	0.0
34	0.15840438354608016	0.1781669346007696	0.05911822714795059	0.009962707032998947	0.05849857066379528	0.25395327112819294	0.0	1.3401440059281352e-14	0.0	6.586035191161164e-08	0.06684687294476414	0.08638503483111114	0.04047207866761991	0.0
35	0.13110639313305264	0.15100827742156692	0.050210733299532274	0.012859154670261094	0.049790849455712986	0.19545680904406482	0.0	4.518892181723649e-15	0.0	7.670688410820684e-19	0.05235113791803959	0.0713265465678835	0.03968439520695296	0.0
36	0.20158330909527047	0.1846682134683028	0.05946811094786231	0.010062223779617296	0.05952665439412782	0.23278732830025164	0.0	1.523745691486376e-15	0.0	5.738597319952605e-19	0.13125521616079722	0.05856935411975777	0.062360358030912326	0.0
